filename,prediction
f_1_3960_0.jpg,0
f_1_3960_0.jpg,0
b_2_360_0.jpg,0
b_2_360_0.jpg,0
b_2_360_0.jpg,0
b_1_3060_0.jpg,0
b_1_3060_0.jpg,0
f_1_3510_0.jpg,0
f_1_3510_0.jpg,0
f_1_3510_0.jpg,0
b_1_2520_0.jpg,0
b_1_2520_0.jpg,0
f_1_90_0.jpg,0
f_1_90_0.jpg,0
f_1_3150_0.jpg,0
f_1_3150_0.jpg,0
b_1_990_0.jpg,0
b_1_990_0.jpg,0
b_1_990_0.jpg,0
f_1_1800_0.jpg,0
f_1_1800_0.jpg,0
f_1_3780_0.jpg,0
f_1_3780_0.jpg,0
f_1_2610_0.jpg,0
b_1_1440_0.jpg,0
b_1_1890_0.jpg,0
b_1_1890_0.jpg,0
b_1_2340_0.jpg,0
f_1_2070_0.jpg,0
f_1_2070_0.jpg,0
b_1_3240_0.jpg,0
b_1_3240_0.jpg,0
f_1_360_0.jpg,0
f_1_360_0.jpg,0
f_1_360_0.jpg,0
b_1_2070_0.jpg,0
b_1_2070_0.jpg,0
b_1_1710_0.jpg,0
b_1_1710_0.jpg,0
f_1_2520_0.jpg,0
f_1_2520_0.jpg,0
f_1_1080_0.jpg,0
f_1_1080_0.jpg,0
b_2_180_0.jpg,0
b_2_180_0.jpg,0
f_1_2700_0.jpg,0
f_1_2700_0.jpg,0
f_1_900_0.jpg,0
f_1_900_0.jpg,0
f_1_900_0.jpg,0
f_1_810_0.jpg,0
f_1_810_0.jpg,0
f_1_810_0.jpg,0
b_1_360_0.jpg,0
b_1_360_0.jpg,0
b_1_360_0.jpg,0
f_1_450_0.jpg,0
f_1_450_0.jpg,0
f_1_450_0.jpg,0
b_2_540_0.jpg,0
b_2_540_0.jpg,0
b_2_540_0.jpg,0
f_1_270_0.jpg,0
f_1_270_0.jpg,0
f_1_270_0.jpg,0
f_1_2250_0.jpg,0
f_1_2250_0.jpg,0
f_1_1980_0.jpg,0
f_1_1980_0.jpg,0
b_1_1800_0.jpg,0
b_1_1800_0.jpg,0
b_1_1080_0.jpg,0
b_1_1080_0.jpg,0
b_1_1080_0.jpg,0
b_1_540_0.jpg,0
b_1_540_0.jpg,0
b_1_540_0.jpg,0
b_1_180_0.jpg,0
b_1_180_0.jpg,0
b_1_3150_0.jpg,0
b_1_3330_0.jpg,0
b_1_3330_0.jpg,0
b_1_2250_0.jpg,0
b_1_2250_0.jpg,0
f_1_2970_0.jpg,0
f_1_2970_0.jpg,0
b_2_1080_0.jpg,0
b_2_1080_0.jpg,0
b_2_1080_0.jpg,0
f_1_1440_0.jpg,0
f_1_1440_0.jpg,0
b_1_720_0.jpg,0
b_1_720_0.jpg,0
b_1_720_0.jpg,0
f_1_990_0.jpg,0
f_1_990_0.jpg,0
f_1_990_0.jpg,0
b_1_2970_0.jpg,0
b_1_2970_0.jpg,0
b_2_90_0.jpg,0
b_2_90_0.jpg,0
b_2_90_0.jpg,0
f_1_3240_0.jpg,0
f_1_3240_0.jpg,0
b_2_720_0.jpg,0
b_2_720_0.jpg,0
b_2_720_0.jpg,0
b_1_810_0.jpg,0
b_1_810_0.jpg,0
f_1_1620_0.jpg,0
f_1_1620_0.jpg,0
f_1_1350_0.jpg,0
b_1_630_0.jpg,0
b_1_630_0.jpg,0
b_1_630_0.jpg,0
b_1_630_0.jpg,0
b_1_2790_0.jpg,0
b_1_2790_0.jpg,0
b_2_900_0.jpg,0
b_2_900_0.jpg,0
b_2_900_0.jpg,0
b_2_270_0.jpg,0
b_2_270_0.jpg,0
b_2_270_0.jpg,0
f_1_2790_0.jpg,0
f_1_2790_0.jpg,0
f_1_3330_0.jpg,0
b_1_1170_0.jpg,0
f_1_630_0.jpg,0
f_1_630_0.jpg,0
f_1_630_0.jpg,0
f_1_2880_0.jpg,0
f_1_2880_0.jpg,0
f_1_3420_0.jpg,0
f_1_3420_0.jpg,0
b_1_3510_0.jpg,0
b_1_3510_0.jpg,0
f_1_3870_0.jpg,0
f_1_3870_0.jpg,0
f_1_1710_0.jpg,0
f_1_1710_0.jpg,0
f_1_1710_0.jpg,0
b_1_450_0.jpg,0
b_1_450_0.jpg,0
b_1_450_0.jpg,0
f_1_2340_0.jpg,0
b_1_2160_0.jpg,0
b_2_810_0.jpg,0
b_2_810_0.jpg,0
f_1_180_0.jpg,0
f_1_180_0.jpg,0
f_1_180_0.jpg,0
b_1_2610_0.jpg,0
b_1_2610_0.jpg,0
b_2_630_0.jpg,0
b_2_630_0.jpg,0
b_2_630_0.jpg,0
b_1_270_0.jpg,0
b_1_270_0.jpg,0
b_1_270_0.jpg,0
b_2_450_0.jpg,0
b_2_450_0.jpg,0
f_1_3060_0.jpg,0
f_1_3060_0.jpg,0
b_1_3600_0.jpg,0
f_1_540_0.jpg,0
f_1_540_0.jpg,0
f_1_540_0.jpg,0
f_1_540_0.jpg,0
f_1_4050_0.jpg,0
f_1_720_0.jpg,0
f_1_720_0.jpg,0
f_1_720_0.jpg,0
f_1_720_0.jpg,0
b_1_3420_0.jpg,0
b_1_3420_0.jpg,0
b_1_1620_0.jpg,0
b_1_1620_0.jpg,0
f_1_1890_0.jpg,0
b_1_900_0.jpg,0
b_1_900_0.jpg,0
b_1_900_0.jpg,0
f_1_1530_0.jpg,0
f_1_1530_0.jpg,0
b_1_90_0.jpg,0
b_1_90_0.jpg,0
b_1_2700_0.jpg,0
b_1_1980_0.jpg,0
f_1_1170_0.jpg,0
f_1_3690_0.jpg,0
f_1_3690_0.jpg,0
f_1_2430_0.jpg,0
f_1_2430_0.jpg,0
b_1_2430_0.jpg,0
b_1_2880_0.jpg,0
b_2_1170_0.jpg,0
b_2_1170_0.jpg,0
f_1_2160_0.jpg,0
b_2_990_0.jpg,0
b_2_990_0.jpg,0
b_2_990_0.jpg,0
b_1_1530_0.jpg,0
f_1_3600_0.jpg,0
f_1_3600_0.jpg,0
